path good sense	0	1	0	0	0
path good sense	0	0	1	0	0
moonlight mile better judgment damned	0	0	1	0	0
moonlight mile better judgment	0	0	1	0	0
moonlight	0	0	1	0	0
mile better judgment	0	0	1	0	0
better	0	0	0	0	1
damned	0	1	0	0	0
welcome relief baseball movie try hard mythic one sweet modest ultimately winning story	0	0	0	1	0
welcome relief baseball movie try hard mythic	0	0	0	1	0
relief	0	0	1	0	0
baseball movie try hard mythic	0	1	0	0	0
baseball movie try hard mythic	1	0	0	0	0
baseball movie	0	0	1	0	0
baseball	0	0	1	0	0
one sweet modest ultimately winning story	0	0	0	1	0
one sweet modest ultimately winning story	0	0	0	0	1
sweet modest ultimately winning story	0	0	0	0	1
sweet modest	0	0	0	0	1
modest	0	0	0	1	0
ultimately winning story	0	0	0	0	1
winning story	0	0	0	1	0
winning	0	0	0	1	0
bilingual charmer like woman inspired	0	0	0	1	0
bilingual	0	0	1	0	0
woman inspired	0	0	1	0	0
like le dizzily gorgeous companion mr wong mood love much hong kong movie despite mainland setting	0	0	1	0	0
like le dizzily gorgeous companion mr	0	0	0	1	0
le dizzily gorgeous companion mr	0	0	1	0	0
le dizzily gorgeous	0	0	1	0	0
dizzily gorgeous	0	0	0	0	1
dizzily	0	0	1	0	0
companion	0	0	0	1	0
wong mood love much hong kong movie despite mainland setting	0	0	1	0	0
wong	0	0	1	0	0
mood love much hong kong movie	0	0	0	1	0
mood	0	0	0	1	0
love much hong kong movie	0	0	1	0	0
love much hong kong movie	0	0	0	1	0
love much	0	0	0	0	1
hong	0	0	1	0	0
kong movie	0	0	1	0	0
despite mainland setting	0	0	1	0	0
mainland setting	0	0	0	1	0
mainland setting	0	0	1	0	0
mainland	0	0	1	0	0
inept big screen remake avenger wild wild west	0	1	0	0	0
inept big screen remake avenger wild wild west	0	0	1	0	0
big screen remake avenger wild wild west	0	1	0	0	0
big screen remake avenger wild wild west	0	0	1	0	0
big screen remake	0	0	1	0	0
wild wild west	0	0	0	1	0
wild wild west	0	0	1	0	0
wild	0	0	0	1	0
wild west	0	0	1	0	0
expect nothing	0	1	0	0	0
best indie year far	0	0	0	0	1
indie year far	0	0	0	1	0
indie year far	0	0	0	0	1
indie	0	0	1	0	0
hatfield hick	0	0	1	0	0
hick	0	0	1	0	0
make oddest couple	0	0	1	0	0
oddest couple	0	0	1	0	0
oddest	0	1	0	0	0
sense movie becomes study gamble publishing world offering case study exists apart movie political ramification	0	0	0	1	0
movie becomes study gamble publishing world offering case study exists apart movie political ramification	0	0	1	0	0
becomes study gamble publishing world offering case study exists apart movie political ramification	0	0	1	0	0
becomes	0	0	1	0	0
study gamble publishing world	0	0	1	0	0
publishing	0	0	1	0	0
offering case study exists apart movie political ramification	0	0	1	0	0
case study exists apart movie political ramification	0	0	0	1	0
exists apart	0	0	1	0	0
political ramification	0	0	1	0	0
ramification	0	0	1	0	0
going house party watching host defend frothing ex girlfriend	0	1	0	0	0
watching host defend frothing ex girlfriend	0	0	1	0	0
host defend frothing ex girlfriend	0	0	1	0	0
defend frothing ex girlfriend	0	0	1	0	0
defend	0	0	0	1	0
defend	0	0	1	0	0
frothing	0	1	0	0	0
ex girlfriend	0	0	1	0	0
chuck norris grenade gag occurs time windtalker good indication serious minded film	0	0	1	0	0
chuck	0	0	1	0	0
norris grenade gag	0	0	1	0	0
norris	0	0	1	0	0
occurs time windtalker good indication serious minded film	0	0	1	0	0
occurs time windtalker good indication serious minded film	0	0	0	1	0
occurs	0	0	1	0	0
time windtalker good indication serious minded film	0	0	1	0	0
time windtalker	0	0	1	0	0
plot romantic comedy boilerplate start finish	0	0	1	0	0
romantic comedy boilerplate start finish	0	0	0	1	0
romantic comedy boilerplate start	0	0	1	0	0
romantic comedy boilerplate	0	1	0	0	0
comedy boilerplate	0	0	1	0	0
boilerplate	0	0	1	0	0
impeccable pedigree mongrel pep almost indecipherable plot complication	0	0	1	0	0
impeccable pedigree mongrel pep almost indecipherable plot complication	0	1	0	0	0
impeccable pedigree mongrel pep almost	0	0	1	0	0
impeccable	0	0	0	0	1
pedigree mongrel pep	0	0	1	0	0
mongrel	0	1	0	0	0
indecipherable plot complication	0	1	0	0	0
indecipherable	0	0	1	0	0
complication	0	1	0	0	0
film clearly mean preach exclusively converted	0	0	1	0	0
film clearly mean	0	0	1	0	0
preach exclusively converted	0	1	0	0	0
preach exclusively converted	0	0	1	0	0
preach exclusively	0	0	1	0	0
preach	0	0	1	0	0
exclusively	0	0	1	0	0
importance earnest offer opportunity occasional smile chuckle n give u reason theater beyond wilde wit actor performance	0	1	0	0	0
importance earnest	0	0	0	1	0
offer opportunity occasional smile chuckle	0	0	1	0	0
opportunity occasional smile	0	0	1	0	0
occasional	0	0	1	0	0
chuckle	0	1	0	0	0
n give u reason theater beyond wilde wit actor performance	0	1	0	0	0
give u reason theater beyond wilde wit actor performance	0	1	0	0	0
beyond wilde wit actor performance	0	0	1	0	0
wilde wit actor performance	0	0	1	0	0
wilde wit	0	0	0	1	0
wilde wit	0	0	1	0	0
actor performance	0	0	1	0	0
latest vapid actor exercise appropriate structure arthur schnitzler reigen	0	1	0	0	0
vapid actor exercise appropriate structure arthur schnitzler reigen	0	0	1	0	0
vapid actor exercise appropriate structure arthur schnitzler reigen	0	1	0	0	0
vapid actor exercise	0	1	0	0	0
actor exercise	0	0	1	0	0
appropriate structure	0	0	1	0	0
arthur schnitzler reigen	0	0	1	0	0
arthur schnitzler reigen	0	0	0	1	0
arthur schnitzler	0	0	1	0	0
arthur	0	0	1	0	0
reigen	0	0	1	0	0
vaudeville show well constructed narrative term inoffensive actually rather sweet	0	0	1	0	0
vaudeville show well constructed narrative term inoffensive actually rather sweet	0	0	0	1	0
vaudeville show well constructed narrative	0	0	1	0	0
show well constructed narrative	0	0	0	1	0
well constructed narrative	0	0	0	1	0
well constructed narrative	0	0	0	0	1
well constructed	0	0	0	1	0
term inoffensive actually rather sweet	0	0	0	1	0
inoffensive actually	0	0	1	0	0
inoffensive	0	1	0	0	0
rather sweet	0	0	0	1	0
nothing run mill action flick	0	0	1	0	0
run mill action flick	0	0	1	0	0
run mill action	0	0	0	1	0
run mill action	0	1	0	0	0
hampered paralyzed self indulgent script aim poetry end sounding like satire	1	0	0	0	0
hampered paralyzed self indulgent script aim poetry end sounding like satire	0	1	0	0	0
hampered paralyzed	0	0	1	0	0
hampered	0	0	1	0	0
self indulgent script	0	1	0	0	0
self indulgent script	1	0	0	0	0
self indulgent script	0	0	1	0	0
aim	0	0	1	0	0
poetry	0	0	0	1	0
end sounding like satire	0	1	0	0	0
sounding like satire	0	0	1	0	0
sounding	0	0	0	1	0
like satire	0	0	1	0	0
ice age first computer generated feature cartoon feel like movie	0	0	1	0	0
ice age	0	0	1	0	0
first computer generated feature cartoon feel like movie	0	0	0	1	0
first computer generated feature cartoon feel like movie	0	0	0	0	1
first computer generated feature cartoon	0	0	1	0	0
first computer generated feature cartoon	0	0	0	1	0
computer generated feature cartoon	0	0	1	0	0
computer generated	0	0	1	0	0
feature cartoon	0	0	1	0	0
feel like movie	0	0	0	1	0
feel like movie	0	0	1	0	0
make glacial pacing early	0	0	1	0	0
make glacial pacing early	0	1	0	0	0
make glacial pacing	0	1	0	0	0
glacial	0	0	1	0	0
little sense going maker serve cliche considerable dash	0	0	1	0	0
little sense going maker serve cliche considerable dash	0	1	0	0	0
little sense going	1	0	0	0	0
little sense	0	1	0	0	0
maker serve cliche considerable dash	0	0	1	0	0
serve cliche considerable dash	0	0	1	0	0
cliche considerable dash	0	1	0	0	0
considerable	0	0	0	1	0
cattaneo followed runaway success first film full monty something different	0	0	1	0	0
cattaneo	0	0	1	0	0
followed runaway success first film full monty	0	0	0	1	0
followed	0	0	1	0	0
runaway success first film full monty	0	0	0	0	1
runaway success	0	0	0	0	1
runaway success	0	0	0	1	0
runaway	0	0	1	0	0
first film full monty	0	1	0	0	0
full	0	0	0	1	0
something different	0	0	0	1	0
unnamed easily substitutable force serve whatever terror hero horror movie try avoid	0	0	1	0	0
unnamed easily substitutable force	0	1	0	0	0
unnamed easily substitutable force	0	0	1	0	0
unnamed easily substitutable	0	1	0	0	0
unnamed	0	0	1	0	0
easily substitutable	0	1	0	0	0
easily substitutable	0	0	1	0	0
substitutable	0	1	0	0	0
whatever terror hero horror movie try avoid	0	0	1	0	0
whatever terror hero horror movie try avoid	0	1	0	0	0
whatever	0	1	0	0	0
terror hero horror movie try avoid	0	1	0	0	0
terror	0	1	0	0	0
hero horror movie try avoid	0	1	0	0	0
hero horror movie	0	0	1	0	0
try avoid	0	1	0	0	0
avoid	0	1	0	0	0
avoid	1	0	0	0	0
almost feel movie interested entertaining amusing u	0	1	0	0	0
almost feel movie interested entertaining amusing u	1	0	0	0	0
interested entertaining	0	1	0	0	0
interested entertaining	0	0	0	1	0
amusing u	0	0	1	0	0
movie progression rambling incoherence give new meaning phrase fatal script error	1	0	0	0	0
movie progression rambling incoherence	1	0	0	0	0
movie progression	0	0	0	1	0
progression	0	0	1	0	0
rambling	0	1	0	0	0
give new meaning phrase fatal script error	1	0	0	0	0
give new meaning phrase fatal script error	0	0	1	0	0
give new meaning phrase fatal script error	0	1	0	0	0
give new meaning	0	0	1	0	0
new meaning	0	0	1	0	0
fatal	0	0	1	0	0
script error	0	1	0	0	0
error	0	1	0	0	0
n judge one soon dark gritty story take totally unexpected direction keep going	0	0	0	1	0
n judge one soon dark gritty story take totally unexpected direction keep going	0	0	1	0	0
n judge one soon	0	0	1	0	0
n judge one soon	0	0	0	1	0
judge one soon	0	0	1	0	0
judge one	0	0	1	0	0
dark gritty story take totally unexpected direction keep going	0	0	1	0	0
gritty	0	0	0	1	0
take totally unexpected direction keep going	0	0	0	1	0
take totally unexpected direction keep going	0	0	1	0	0
totally unexpected direction	0	0	1	0	0
totally unexpected direction	0	0	0	1	0
totally unexpected	0	0	1	0	0
totally	0	0	1	0	0
keep going	0	0	1	0	0
could young romantic date	0	0	1	0	0
young romantic date	0	0	1	0	0
young romantic	0	0	0	0	1
tartakovsky team freakish power visual charm five writer slip modern rut narrative banality	1	0	0	0	0
tartakovsky team freakish power visual charm five writer slip modern rut narrative banality	0	1	0	0	0
tartakovsky team	0	0	1	0	0
freakish power visual charm	0	0	0	1	0
freakish power visual charm	0	0	1	0	0
freakish	0	0	0	1	0
visual	0	0	1	0	0
five writer slip modern rut narrative banality	0	0	1	0	0
five writer	0	0	0	1	0
five writer	0	0	1	0	0
slip modern rut narrative banality	0	1	0	0	0
modern rut	0	1	0	0	0
modern rut	0	0	1	0	0
modern	0	0	1	0	0
narrative banality	1	0	0	0	0
narrative banality	0	1	0	0	0
banality	0	1	0	0	0
vincent gallo right home french shocker playing usual bad boy weirdo role	0	0	0	1	0
gallo	0	0	1	0	0
right home french shocker	0	0	1	0	0
right home french shocker	0	0	0	1	0
right home	0	0	0	1	0
french shocker	0	0	0	1	0
playing usual bad boy weirdo role	0	0	1	0	0
bad boy weirdo role	0	0	1	0	0
boy weirdo role	0	0	1	0	0
weirdo role	0	0	1	0	0
weirdo	0	0	1	0	0
horror movie primary goal frighten disturb work spectacularly well shiver inducing nerve rattling ride	0	0	0	0	1
horror movie primary goal	0	0	1	0	0
primary	0	0	1	0	0
frighten disturb	0	1	0	0	0
frighten	0	1	0	0	0
frighten	0	0	1	0	0
disturb	0	1	0	0	0
spectacularly well	0	0	0	0	1
spectacularly	0	0	0	0	1
shiver inducing nerve rattling ride	0	0	1	0	0
shiver inducing	0	0	1	0	0
nerve rattling ride	0	0	1	0	0
nerve rattling	0	0	1	0	0
minute movie minute decent material	0	1	0	0	0
minute decent material	0	0	0	1	0
decent material	0	0	1	0	0
decent material	0	0	0	1	0
fortunately still option	0	0	1	0	0
fortunately	0	0	1	0	0
le sensational true crime hell jaunt purist might like experimental storytelling lrb though le horrifying rrb	0	0	0	1	0
sensational true crime hell jaunt purist might like experimental storytelling lrb though le horrifying rrb	0	0	0	1	0
sensational true crime hell jaunt purist might like experimental storytelling lrb though le horrifying rrb	0	0	0	0	1
sensational true crime hell jaunt purist might like experimental storytelling	0	0	0	1	0
sensational true crime	0	0	0	1	0
sensational true crime	0	0	0	0	1
sensational	0	0	0	0	1
true crime	0	0	1	0	0
hell jaunt purist might like experimental storytelling	0	0	1	0	0
hell jaunt purist	0	1	0	0	0
hell jaunt	0	1	0	0	0
purist	0	0	1	0	0
might like experimental storytelling	0	0	0	1	0
like experimental storytelling	0	0	1	0	0
experimental storytelling	0	0	0	1	0
experimental	0	0	0	1	0
experimental	0	0	1	0	0
lrb though le horrifying rrb	0	0	1	0	0
lrb	0	1	0	0	0
though le horrifying rrb	0	0	1	0	0
le horrifying rrb	0	0	1	0	0
le horrifying	0	0	1	0	0
horrifying	0	1	0	0	0
tricky satisfying david mamet airless cinematic shell game	0	0	0	1	0
tricky satisfying	0	0	0	1	0
mamet airless cinematic shell game	0	0	0	1	0
airless cinematic shell game	0	1	0	0	0
airless cinematic shell game	0	0	1	0	0
airless	0	0	1	0	0
cinematic shell game	0	0	1	0	0
cinematic	0	0	0	1	0
shell game	0	0	1	0	0
shell	0	0	1	0	0
sure filmmaker would disagree honestly n see point	1	0	0	0	0
filmmaker would disagree honestly n see point	0	1	0	0	0
filmmaker would disagree	0	1	0	0	0
would disagree	0	0	1	0	0
disagree	0	0	0	1	0
honestly n see point	1	0	0	0	0
see point	0	0	1	0	0
jones tackled meaty subject drawn engaging character peppering page memorable zinger	0	0	0	0	1
tackled meaty subject drawn engaging character peppering page memorable zinger	0	0	0	1	0
tackled	0	0	1	0	0
meaty	0	0	0	1	0
drawn engaging character peppering page memorable zinger	0	0	0	1	0
drawn engaging character	0	0	0	0	1
drawn	0	0	1	0	0
engaging character	0	0	0	1	0
peppering page	0	0	1	0	0
peppering	0	0	1	0	0
bloody sunday grace call prevention rather place blame making one best war movie ever made	0	0	0	0	1
bloody sunday	0	0	1	0	0
bloody	0	1	0	0	0
sunday	0	0	1	0	0
prevention rather place blame	0	0	1	0	0
prevention rather	0	0	1	0	0
place blame	0	1	0	0	0
place blame	0	0	1	0	0
making one best war movie ever made	0	0	0	0	1
best war movie	0	0	0	1	0
best war movie	0	0	0	0	1
war movie	0	1	0	0	0
clunky tv movie approach detailing chapter life celebrated irish playwright poet drinker	0	1	0	0	0
clunky tv movie approach	0	0	1	0	0
clunky tv movie approach	1	0	0	0	0
clunky tv movie	0	1	0	0	0
clunky	0	1	0	0	0
detailing chapter	0	0	1	0	0
detailing	0	0	0	1	0
celebrated	0	0	0	1	0
irish playwright poet drinker	0	0	1	0	0
playwright poet drinker	0	0	1	0	0
playwright	0	0	1	0	0
drinker	0	0	1	0	0
finally coming miramax deep shelf couple aborted attempt waking reno make strong case letting sleeping dog lie	0	0	1	0	0
coming miramax deep shelf couple aborted attempt waking reno make	0	1	0	0	0
coming miramax deep shelf couple aborted attempt waking reno	0	1	0	0	0
coming miramax deep shelf couple aborted attempt	0	1	0	0	0
coming miramax deep shelf couple aborted attempt	0	0	1	0	0
coming miramax deep shelf	0	0	1	0	0
deep shelf	0	0	1	0	0
aborted	0	0	1	0	0
strong case letting sleeping dog lie	0	1	0	0	0
sleeping dog lie	0	0	1	0	0
sleeping dog	0	0	1	0	0
sleeping	0	0	1	0	0
thanks largely williams interesting development processed minute rest overexposed waste film	1	0	0	0	0
thanks largely williams interesting development processed minute rest overexposed waste film	0	1	0	0	0
thanks largely williams interesting development processed minute	0	0	1	0	0
thanks largely williams interesting development processed minute	0	0	0	1	0
thanks largely williams	0	0	1	0	0
thanks largely	0	0	0	1	0
largely	0	0	1	0	0
interesting development	0	0	1	0	0
processed	0	0	1	0	0
rest overexposed waste film	1	0	0	0	0
overexposed waste	1	0	0	0	0
overexposed waste	0	1	0	0	0
come across relic bygone era convolution feel silly rather plausible	1	0	0	0	0
come across relic bygone era convolution feel silly rather plausible	0	1	0	0	0
relic bygone era convolution feel silly rather plausible	1	0	0	0	0
relic bygone era convolution feel silly rather plausible	0	1	0	0	0
relic bygone era convolution	0	1	0	0	0
relic	0	0	1	0	0
bygone	0	0	1	0	0
silly rather plausible	0	1	0	0	0
silly rather	0	1	0	0	0
silly	0	0	0	1	0
plausible	0	0	1	0	0
perhaps cliche call film refreshing	0	0	1	0	0
cliche call film refreshing	0	1	0	0	0
film refreshing	0	0	1	0	0
lead performance oscar size	0	0	0	0	1
lead performance	0	0	0	1	0
oscar size	0	0	0	1	0
mark pellington latest pop thriller kooky overeager spooky subtly love myth	0	0	0	1	0
mark pellington latest pop thriller	0	0	1	0	0
latest pop thriller	0	0	1	0	0
pop thriller	0	0	1	0	0
kooky overeager	0	1	0	0	0
overeager	0	1	0	0	0
love myth	0	0	0	1	0
love myth	0	0	1	0	0
claude chabrol camera way gently swaying back forth cradle character veiling tension beneath otherwise tender movement	0	0	0	1	0
claude chabrol camera	0	0	1	0	0
claude	0	0	0	1	0
gently	0	0	1	0	0
swaying back forth cradle character veiling tension beneath otherwise tender movement	0	0	0	1	0
swaying back forth	0	0	1	0	0
swaying	0	0	1	0	0
back forth	0	0	1	0	0
forth	0	0	1	0	0
cradle character veiling tension beneath otherwise tender movement	0	0	0	1	0
cradle	0	0	1	0	0
veiling tension beneath otherwise tender movement	0	0	0	1	0
veiling tension	0	1	0	0	0
veiling	0	0	1	0	0
beneath otherwise tender movement	0	0	0	1	0
beneath	0	0	1	0	0
otherwise tender movement	0	0	1	0	0
tender movement	0	0	0	1	0
tender	0	0	1	0	0
transforms one lrb shakespeare rrb deepest tragedy	0	0	0	1	0
transforms one	0	0	1	0	0
transforms	0	0	1	0	0
lrb shakespeare rrb	0	0	1	0	0
shakespeare rrb	0	0	1	0	0
shakespeare	0	1	0	0	0
deepest tragedy	0	1	0	0	0
smart new comedy	0	0	0	1	0
new comedy	0	0	1	0	0
screenplay james eric james horton director peter fallon pat make teeth hurt	0	1	0	0	0
screenplay james eric james horton director peter fallon	0	0	1	0	0
eric	0	0	0	1	0
james horton	0	0	1	0	0
horton	0	0	1	0	0
director peter fallon	0	0	1	0	0
peter fallon	0	0	1	0	0
peter	0	0	1	0	0
fallon	0	0	1	0	0
pat make teeth hurt	0	0	1	0	0
make teeth hurt	0	1	0	0	0
make teeth hurt	1	0	0	0	0
teeth hurt	0	0	1	0	0
arriving particularly dark moment history	0	0	1	0	0
arriving	0	0	1	0	0
particularly dark	0	0	1	0	0
flickering reminder tie bind u	0	0	0	1	0
flickering reminder tie	0	0	1	0	0
flickering reminder	0	0	1	0	0
bind u	0	0	1	0	0
bind u	0	1	0	0	0
bind	0	0	1	0	0
generic villain lack intrigue lrb funny accent rrb action scene poorly delivered	0	1	0	0	0
generic villain lack intrigue lrb funny accent rrb action scene poorly delivered	1	0	0	0	0
generic villain lack intrigue lrb funny accent rrb	1	0	0	0	0
generic villain lack intrigue lrb funny accent rrb	0	1	0	0	0
generic villain	0	0	1	0	0
generic villain	0	1	0	0	0
lack intrigue lrb funny accent rrb	0	1	0	0	0
intrigue lrb funny accent rrb	0	0	1	0	0
lrb funny accent rrb	0	0	1	0	0
funny accent rrb	0	0	1	0	0
funny accent	0	0	0	1	0
action scene poorly delivered	0	1	0	0	0
action scene	0	0	0	1	0
poorly delivered	0	1	0	0	0
delivered	0	0	1	0	0
character deeply thought right thinking film	0	0	0	1	0
deeply thought right thinking film	0	0	1	0	0
deeply thought right thinking film	0	0	0	1	0
thought right thinking film	0	0	0	1	0
right thinking	0	0	1	0	0
film despite gratuitous cinematic distraction impressed upon still good fun	0	0	0	1	0
despite gratuitous cinematic distraction impressed upon	0	0	1	0	0
gratuitous cinematic distraction impressed upon	0	0	1	0	0
gratuitous cinematic distraction	0	1	0	0	0
gratuitous cinematic distraction	0	0	0	1	0
cinematic distraction	0	0	1	0	0
distraction	0	1	0	0	0
impressed upon	0	0	1	0	0
impressed	0	0	0	0	1
good fun	0	0	0	0	1
downright transparent script endless assault embarrassingly ham fisted sex joke reek script rewrite designed garner film cooler pg rating	1	0	0	0	0
downright transparent	0	1	0	0	0
downright	0	0	1	0	0
transparent	0	0	1	0	0
script endless assault embarrassingly ham fisted sex joke	1	0	0	0	0
script endless assault embarrassingly ham fisted sex joke	0	1	0	0	0
script endless assault	0	1	0	0	0
endless assault	1	0	0	0	0
endless	0	1	0	0	0
assault	0	1	0	0	0
embarrassingly ham fisted sex joke	0	1	0	0	0
embarrassingly ham fisted sex joke	1	0	0	0	0
embarrassingly ham fisted	0	1	0	0	0
embarrassingly	0	1	0	0	0
ham fisted	0	1	0	0	0
sex joke	0	0	1	0	0
reek script	0	1	0	0	0
reek	0	0	1	0	0
rewrite designed garner film cooler pg rating	0	0	1	0	0
rewrite	0	0	1	0	0
designed garner film cooler pg rating	0	0	1	0	0
designed	0	0	1	0	0
garner film cooler pg rating	0	0	1	0	0
garner film cooler pg rating	0	0	0	1	0
garner	0	0	1	0	0
film cooler pg rating	0	0	1	0	0
cooler	0	0	1	0	0
pg	0	0	0	1	0
smart provocative drama	0	0	0	1	0
smart provocative drama	0	0	0	0	1
provocative drama	0	0	0	1	0
provocative drama	0	0	0	0	1
nearly impossible	0	0	0	1	0
nearly impossible	0	0	0	0	1
impossible	1	0	0	0	0
get skin man know evil monstrous lunatic	0	0	1	0	0
get skin man know evil monstrous lunatic	0	1	0	0	0
skin man know evil monstrous lunatic	0	1	0	0	0
skin man know evil monstrous lunatic	0	0	1	0	0
man know evil monstrous lunatic	0	1	0	0	0
man know evil monstrous lunatic	0	0	1	0	0
know evil monstrous lunatic	0	0	1	0	0
lunatic	0	0	1	0	0
many thing stoner midnight flick sci fi deconstruction gay fantasia love story sanguine title	0	0	0	1	0
many thing stoner midnight flick sci fi deconstruction gay fantasia	0	1	0	0	0
stoner midnight flick sci fi deconstruction gay fantasia	0	1	0	0	0
stoner midnight flick sci fi deconstruction	0	0	1	0	0
stoner midnight flick sci fi deconstruction	0	1	0	0	0
stoner	0	0	1	0	0
midnight flick	0	0	1	0	0
sci fi deconstruction	0	0	1	0	0
deconstruction	0	0	1	0	0
gay fantasia	0	0	1	0	0
fantasia	0	0	1	0	0
love story sanguine	0	1	0	0	0
funny romantic comedy two skittish new york middle agers stumble relationship struggle furiously fear foible	0	0	0	1	0
funny romantic comedy two skittish new york middle agers stumble relationship	0	0	0	1	0
